iter	RMSE
544	0.1451318147
545	0.1448636472
546	0.1447164271
547	0.1444646884
548	0.1439747224
549	0.143633178
550	0.1435176362
551	0.1428970821
552	0.1426485122
553	0.1422811418
554	0.1416755785
555	0.141445065
556	0.1410721971
557	0.1408326701
558	0.140556412
559	0.1404933399
560	0.1399360262
561	0.1396727389
562	0.139296118
563	0.138607628
564	0.138276772
565	0.1380864708
566	0.1380160525
567	0.1376877491
568	0.1374508159
569	0.1369761465
570	0.1366801262
571	0.1366027669
572	0.1365406583
573	0.1361847632
574	0.1359314208
575	0.1355963217
576	0.1352390091
577	0.1345980164
578	0.1344531925
579	0.1343973438
580	0.1343274123
581	0.1340533551
582	0.1339231048
583	0.1334603229
584	0.1331897846
585	0.133048912
586	0.1327763812
587	0.1327111645
588	0.1324430227
589	0.1323610812
590	0.1317350677
591	0.1315340729
592	0.1312239388
593	0.1306969978
594	0.1303871166
595	0.1300255728
596	0.1298975236
597	0.1294388029
598	0.1289707854
599	0.1285961107
600	0.1284892956
601	0.1282580353
602	0.1281563174
603	0.1279456702
604	0.127410521
605	0.1271222513
606	0.1268404544
607	0.1264891098
608	0.1262867249
609	0.126232571
610	0.1261889398
611	0.1257100797
612	0.1255881405
613	0.125486628
614	0.1254357222
615	0.1250956513
616	0.1247884353
617	0.124404207
618	0.1239333768
619	0.1237288227
620	0.1233356345
621	0.1232770132
622	0.1229525451
623	0.1227459918
624	0.1224761715
625	0.1222506708
626	0.12200922
627	0.1215323527
628	0.1213197926
629	0.1212685667
630	0.1208590672
631	0.1207606359
632	0.1203896129
633	0.1202831788
634	0.1202349094
635	0.120186689
636	0.1199927552
637	0.1197058156
638	0.1195098014
639	0.1194632205
640	0.1190962746
641	0.1187078429
642	0.1186686374
643	0.1186113402
644	0.1185687072
645	0.1185179417
646	0.118233651
647	0.1180426624
648	0.1177776677
649	0.1173604805
650	0.1170971394
651	0.1167245911
652	0.1163638663
653	0.1162674669
654	0.1160053763
655	0.1159171094
656	0.1156758144
657	0.1155865266
658	0.1155478305
659	0.11526539
660	0.1152274797
661	0.1150188655
662	0.1146600026
663	0.1144352566
664	0.1141901718
665	0.1138407605
666	0.113711812
667	0.1136790176
668	0.1133827454
669	0.1133461695
670	0.1129956951
671	0.1129520028
672	0.1126208666
673	0.1121604799
674	0.1120809116
675	0.1119129471
676	0.1116432286
677	0.111391855
678	0.1110149864
679	0.1109773086
680	0.1106545413
681	0.110533805
682	0.1103156147
683	0.1102779047
684	0.1100865229
685	0.1099016626
686	0.1098713025
687	0.1095753316
688	0.1093519717
689	0.1090774252
690	0.1089783546
691	0.1089240586
692	0.1088951143
693	0.1085070587
694	0.1084237159
695	0.1082068898
696	0.1081671032
697	0.1081205803
698	0.107836654
699	0.1077033843
700	0.1073522136
701	0.1072766403
702	0.1070901426
703	0.1070234367
704	0.1069118375
705	0.1068172665
706	0.1066838436
707	0.1063374167
708	0.1061482207
709	0.1058720933
710	0.1056807591
711	0.1055031238
712	0.1054591401
713	0.1051726925
714	0.1051400003
715	0.1050901722
716	0.1050174914
717	0.1047377982
718	0.1043452727
719	0.1041732634
720	0.103834484
721	0.1035411253
722	0.1034042174
723	0.1031057992
724	0.1029252558
725	0.1028993198
726	0.1028692493
727	0.102686192
728	0.1023986317
729	0.1022357511
730	0.1021647025
731	0.1019595725
732	0.1018377903
733	0.101625328
734	0.1015851301
735	0.101235999
736	0.1010087784
737	0.1007840958
738	0.1005405431
739	0.1003792312
740	0.1001421534
741	0.09993629561
742	0.09968209896
743	0.09955120988
744	0.09943364993
745	0.09927399369
746	0.09920595994
747	0.09918097397
748	0.09905569186
749	0.09888705335
750	0.0988496673
751	0.09882285452
752	0.09878352224
753	0.09874780355
754	0.09839425948
755	0.09835891525
756	0.09833042341
757	0.09826683746
758	0.09813942461
759	0.09795362204
760	0.09792892344
761	0.09778086526
762	0.09755437082
763	0.09728156408
764	0.09701622386
765	0.09678850662
766	0.09676396968
767	0.09644220966
768	0.09637858031
769	0.0960626568
770	0.09603684298
771	0.09591914004
772	0.0957253965
773	0.09559855184
774	0.09557307333
775	0.09529803595
776	0.09503425831
777	0.09501303801
778	0.09499017568
779	0.09474315032
780	0.09457596424
781	0.09432066198
782	0.09406299304
783	0.09397749637
784	0.09383926133
785	0.093808921
786	0.09378250372
787	0.09372776919
788	0.09361805651
789	0.09350719509
790	0.09330426423
791	0.09324021317
792	0.09310076462
793	0.09294323461
794	0.0927398675
795	0.09271830272
796	0.09267087495
797	0.09264769248
798	0.09253143192
799	0.09250623636
800	0.09230184323
801	0.09211959577
802	0.09209939309
803	0.09197361192
804	0.0918236
805	0.0917694815
806	0.09170494353
807	0.09135706365
808	0.09127679548
809	0.09117666454
810	0.09113353409
811	0.09100634367
812	0.09073179601
813	0.09071300749
814	0.09069247343
815	0.09067078412
816	0.09054119298
817	0.09041512412
818	0.09036269155
819	0.09011606114
820	0.09008358438
821	0.08987097788
822	0.08965634941
823	0.08950154109
824	0.08929566932
825	0.08927635103
826	0.08925920161
827	0.08916418132
828	0.08884209005
829	0.0887756135
830	0.08859316162
831	0.08841280164
832	0.08827560522
833	0.08822619413
834	0.08818747626
835	0.08804439645
836	0.08799268577
837	0.08787450471
838	0.08774387568
839	0.08761465704
840	0.08745939703
841	0.08723460856
842	0.08709386107
843	0.08689298343
844	0.08687779234
845	0.08683073445
846	0.08662329938
847	0.08638443357
848	0.08625792172
849	0.08609607985
850	0.08592468811
851	0.08587864585
852	0.08566622172
853	0.0855480853
854	0.0854555848
855	0.08527473908
856	0.08523237228
857	0.08519152843
858	0.08511754058
859	0.08502415792
860	0.08500581482
861	0.08496458806
862	0.08495080599
863	0.08476302167
864	0.08469110825
865	0.08449125787
866	0.08420463903
867	0.08404712765
868	0.08376507543
869	0.08363703393
870	0.08355449748
871	0.08348147956
872	0.08328694189
873	0.08313283263
874	0.08294792595
875	0.08276669015
876	0.08265482776
877	0.08249178872
878	0.08236775802
879	0.08209517565
880	0.08196505481
881	0.08179831103
882	0.08173714599
883	0.08148324581
884	0.08137470228
885	0.08130171383
886	0.08118039698
887	0.08109094076
888	0.08098111771
889	0.08081435288
890	0.08076332374
891	0.0807022954
892	0.08067793357
893	0.08061520187
894	0.08046431023
895	0.08038202358
896	0.08019139234
897	0.08004539695
898	0.07993335225
899	0.07975001704
900	0.07962480759
901	0.07959679791
902	0.07941726771
903	0.07935590014
904	0.07925227605
905	0.07906832119
906	0.07894755618
907	0.07884419079
908	0.07872352922
909	0.07864544247
910	0.07858309413
911	0.07839836579
912	0.07830399557
913	0.07829307288
914	0.07822378957
915	0.07810071571
916	0.07801345707
917	0.07792461642
918	0.07784725656
919	0.07765338419
920	0.0774933893
921	0.07747811097
922	0.07741086109
923	0.07731014621
924	0.0770668971
925	0.07698555605
926	0.07691256199
927	0.07688000696
928	0.07671785588
929	0.07657482603
930	0.07654965931
931	0.07648470783
932	0.07639693597
933	0.07637435077
934	0.07635016623
935	0.07622888173
936	0.07610950306
937	0.07604132367
938	0.07588790441
939	0.07580553354
940	0.07574254165
941	0.0757299033
942	0.07565710149
943	0.07555614077
944	0.0754984353
945	0.07533317652
946	0.07531395138
947	0.07520754655
948	0.07496520519
949	0.07487813158
950	0.07481640089
951	0.07476792472
952	0.0746982474
953	0.07450733245
954	0.07439008254
955	0.07430023162
956	0.07417524023
957	0.07411513646
958	0.07405242479
959	0.07398013155
960	0.07379653211
961	0.07355590162
962	0.07350433643
963	0.07341833164
964	0.07335916291
965	0.07321803866
966	0.07309101105
967	0.07302015107
968	0.07289681973
969	0.07282261956
970	0.07259061905
971	0.07247132206
972	0.07241142075
973	0.07224592337
974	0.07217483018
975	0.0720027971
976	0.0718274601
977	0.07174640484
978	0.07168454525
979	0.07160717706
980	0.07146286239
981	0.07141242393
982	0.0713513558
983	0.07132516285
984	0.07120732543
985	0.07116672733
986	0.07109095882
987	0.07091548794
988	0.07085960129
989	0.07067543279
990	0.07052695654
991	0.07049181561
992	0.07040115395
993	0.07035922436
994	0.07027358012
995	0.07015046243
996	0.07009656573
997	0.07002571465
998	0.06994923602
999	0.06986842829
