iter	RMSE
400	732.3521775
401	730.5098169
402	729.2750707
403	728.0623482
404	727.651735
405	725.6766685
406	724.4849566
407	723.314407
408	722.3587633
409	721.2074736
410	719.4289592
411	718.2961273
412	718.0227423
413	716.1300252
414	715.0159366
415	713.921514
416	712.1474582
417	710.7488948
418	709.3864729
419	709.0536872
420	707.2257127
421	706.1881842
422	704.1956218
423	702.8822252
424	701.4541881
425	700.4583738
426	699.0655988
427	698.0851823
428	696.726662
429	695.7614093
430	694.0359337
431	693.1665998
432	691.2199182
433	690.2741919
434	689.2258975
435	688.301565
436	686.8150799
437	685.4598519
438	683.0209385
439	681.7617923
440	680.8758045
441	678.4928701
442	677.2688817
443	676.2654905
444	674.0375476
445	672.8509178
446	671.6908028
447	669.5100805
448	668.3537454
449	666.9886373
450	665.8578459
451	663.7305741
452	662.4880904
453	660.7244753
454	659.0080207
455	658.221234
456	656.8024633
457	656.0284359
458	655.7151968
459	655.4671927
460	655.2236268
461	654.9844011
462	654.7851154
463	654.0262709
464	653.7939764
465	652.6880601
466	652.3972117
467	651.860617
468	649.7876167
469	649.5610139
470	648.2666992
471	646.2356793
472	645.17968
473	644.4819903
474	644.2570436
475	643.742878
476	641.7553043
477	640.7293212
478	638.7838234
479	638.5606097
480	637.5604499
481	636.3488038
482	635.6699811
483	635.4857015
484	633.5877005
485	632.9226986
486	632.7030617
487	632.2101024
488	630.3448882
489	629.3913107
490	627.5650163
491	626.5551461
492	626.2441245
493	625.5981017
494	625.2753592
495	624.9715814
496	624.5040773
497	623.3675239
498	622.7326471
499	622.0274314
500	620.3722476
501	619.7521115
502	619.394658
503	617.7673663
504	616.8750496
505	615.803085
506	614.2034687
507	613.2567227
508	612.4640341
509	611.8701203
510	611.2928153
511	610.4234945
512	609.567358
513	608.9172555
514	608.4776362
515	606.7709584
516	605.8628677
517	605.0303433
518	604.5328029
519	604.1985434
520	602.6344587
521	602.0526724
522	600.5120762
523	600.1319146
524	599.5023494
525	599.3431912
526	597.8244497
527	597.0210803
528	596.4946746
529	596.1240639
530	595.8013635
531	594.1836589
532	593.3235318
533	593.1099828
534	592.331109
535	591.5475964
536	591.1748353
537	589.6901247
538	589.172803
539	588.9643804
540	588.2057057
541	587.518701
542	585.9575398
543	585.1459277
544	584.9393507
545	583.4916404
546	582.8231833
547	582.3626507
548	580.9580499
549	580.4991227
550	579.7847932
551	578.7510914
552	577.8183991
553	577.3758628
554	576.3767671
555	576.1019029
556	575.20459
557	574.7894454
558	573.9203565
559	572.9573912
560	572.5094495
561	571.6656396
562	571.2680606
563	570.3273556
564	569.9357692
565	569.0137791
566	568.3918987
567	568.0069508
568	567.4039456
569	566.8184979
570	566.4418074
571	565.8741007
572	565.4000213
573	564.847596
574	563.6971306
575	562.7618596
576	562.3926355
577	561.3528449
578	560.8853486
579	559.8579496
580	558.8745326
581	558.5092233
582	557.6389625
583	556.6329888
584	556.2389124
585	556.038499
586	555.0244423
587	553.4279562
588	553.2895708
589	552.2975306
590	551.4037194
591	550.9461633
592	550.5902887
593	549.613745
594	549.2632128
595	548.339997
596	547.9560792
597	547.1385971
598	545.553936
599	544.7582876
600	543.2251855
601	543.0802856
602	542.4065143
603	540.8828003
604	539.5256929
605	539.2814357
606	539.1506818
607	537.8143891
608	537.3253638
609	537.0870144
610	535.9221808
611	535.1604721
612	534.2593118
613	533.2717182
614	532.3581628
615	531.5709852
616	530.9507255
617	530.3452205
618	529.5913387
619	528.1640071
620	528.0379436
621	526.7675702
622	526.6426792
623	526.4322746
624	526.3092053
625	525.4248428
626	524.6648292
627	523.9821029
628	523.3152939
629	523.1259057
630	521.749916
631	521.5651108
632	520.3361955
633	520.2074005
634	520.0878104
635	519.3743468
636	518.1633797
637	517.3846832
638	516.3315517
639	515.6078758
640	514.9692706
641	514.3454019
642	513.633255
643	512.3231992
644	511.2854373
645	510.2633099
646	509.512846
647	508.6980612
648	508.0181677
649	507.6999472
650	507.3876087
651	506.6916358
652	505.7062312
653	505.3393903
654	505.0353484
655	504.385309
656	504.087776
657	503.4077944
658	502.1619018
659	502.0468334
660	501.9335953
661	501.8221496
662	501.030316
663	500.366528
664	499.7792556
665	498.8013925
666	498.1796576
667	497.8895395
668	497.2548861
669	496.9702265
670	496.6907092
671	495.5929514
672	494.9351219
673	494.0202206
674	493.3756192
675	492.1933503
676	492.0851747
677	491.978697
678	491.8738831
679	491.2787478
680	490.7402421
681	490.1352973
682	488.9745174
683	488.0482508
684	487.136056
685	486.8665729
686	486.2420467
687	485.9732704
688	485.7103676
689	485.1417792
690	484.5323992
691	484.1001704
692	483.5905388
693	483.0135267
694	481.8975724
695	481.6437307
696	481.39541
697	480.8534716
698	480.6069828
699	480.2172505
700	479.9759181
701	479.0798472
702	478.4870094
703	478.2509086
704	477.7332645
705	477.4989076
706	476.9563847
707	476.7262357
708	476.5001566
709	475.6156428
710	475.0352645
711	474.6568129
712	474.2375851
713	474.1442147
714	473.0687292
715	472.9765917
716	472.2243962
717	471.3694936
718	470.8763674
719	470.034278
720	469.3678897
721	468.9890896
722	468.7669845
723	467.9373289
724	467.4650989
725	466.9102238
726	466.5019871
727	466.1523814
728	465.6942014
729	464.782956
730	464.5693062
731	464.2042195
732	463.4653759
733	462.4266987
734	461.4067875
735	460.7810718
736	460.5703142
737	459.8782811
738	459.3546765
739	458.9590442
740	458.2564593
741	457.5746035
742	457.368892
743	456.5941357
744	456.0870751
745	455.6984709
746	454.8496606
747	454.6482584
748	454.1364063
749	453.9823733
750	453.4955661
751	453.1530346
752	452.7759223
753	452.3287153
754	451.8874918
755	451.2222559
756	450.2818133
757	449.5425238
758	448.8145173
759	448.3930135
760	447.9279854
761	447.4592988
762	446.7508787
763	446.1190115
764	445.4217308
765	444.735049
766	444.0587863
767	443.3927669
768	442.7368185
769	442.3619696
770	441.9815041
771	441.6130613
772	440.9660386
773	440.5380967
774	439.8211699
775	439.4548302
776	439.0369093
777	438.3324682
778	437.7021454
779	437.349675
780	436.9877424
781	436.5811747
782	435.8953115
783	435.2821691
784	434.8841641
785	434.545792
786	434.1914835
787	433.5236709
788	433.2241633
789	432.6422428
790	432.1256268
791	431.5541544
792	430.9911538
793	430.4888377
794	429.93795	52795	429.5267245
796	428.92797	5797	428.435798	5798	428.048799	5799	427.670800	5800	427.132801	5801	426.658802	524.6556105
803	524.3873871
804	524.2641406
805	524.0614818
806	523.7631128
807	523.3928416
808	523.2916425
809	523.1412786
810	522.8838476
811	522.7841208
812	522.5460041
813	522.1841329
814	521.9343587
815	521.8202524
816	521.6657223
817	521.3129674
818	521.0698281
819	520.8371517
820	520.4128324
821	520.1011225
822	519.9909299
823	519.8863571
824	519.7722609
825	519.5486543
826	519.4681117
827	519.0557682
828	518.804889
829	518.553346
830	518.4674857
831	518.3889144
832	518.1635599
833	517.8389357
834	517.5907836
835	517.2968063
836	516.8625253
837	516.5819933
838	516.1669576
839	515.8996191
840	515.5027712
841	515.1481373
842	514.9946576
843	514.7160522
844	514.3715002
845	514.311679
846	514.2178053
847	513.8805248
848	513.7597561
849	513.6683394
850	513.3379995
851	513.1942956
852	513.0899111
853	513.0015508
854	512.7156509
855	512.5445676
856	512.2222239
857	511.9404012
858	511.6675093
859	511.3513475
860	510.9768072
861	510.8048787
862	510.4945579
863	510.365098
864	510.0589973
865	509.8274901
866	509.4716464
867	509.1700321
868	509.0559068
869	508.9299633
870	508.6342563
871	508.421919
872	508.1924539
873	508.0277258
874	507.9435859
875	507.7966843
876	507.5704093
877	507.2238602
878	506.9325657
879	506.8638967
880	506.5356486
881	506.313795
882	506.0278609
883	505.8091719
884	505.7745929
885	505.4944179
886	505.4467288
887	505.290821
888	505.0750612
889	505.0240846
890	504.8114169
891	504.5381586
892	504.491754
893	504.1455292
894	503.9366116
895	503.8244444
896	503.6068607
897	503.5582602
898	503.3449528
899	503.0065901
900	502.9436065
901	502.8955555
902	502.6483902
903	502.440038
904	502.3930653
905	502.1503229
906	501.8205423
907	501.4960592
908	501.2590425
909	501.2274322
910	501.0242652
911	500.7163551
912	500.484102
913	500.1694358
914	499.9418136
915	499.6328971
916	499.4097924
917	499.1064873
918	499.0642708
919	498.8455057
920	498.5478942
921	498.5169179
922	498.3024175
923	498.010111
924	497.7273602
925	497.5174883
926	497.3111089
927	497.0270319
928	496.7473987
929	496.5456157
930	496.4621836
931	496.2637948
932	495.9308265
933	495.843427
934	495.5181074
935	495.4325671
936	495.2282322
937	495.1447333
938	494.9542182
939	494.7530984
940	494.4389956
941	494.2421778
942	494.16056
943	493.9671808
944	493.8380622
945	493.6528011
946	493.5205783
947	493.2664267
948	493.0728391
949	492.884226
950	492.7709472
951	492.4717577
952	492.281527
953	492.0613443
954	491.8741995
955	491.5827477
956	491.3987606
957	491.1655414
958	490.982004
959	490.8014917
960	490.6219128
961	490.4443301
962	490.2678172
963	490.0931096
964	489.86492
965	489.6933768
966	489.5209566
967	489.3521864
968	489.1379223
969	488.9722018
970	488.8092032
971	488.6406846
972	488.480312
973	488.3146001
974	487.9329805
975	487.7701736
976	487.5620463
977	487.4052049
978	487.0350319
979	486.8759294
980	486.7223579
981	486.5658442
982	486.205516
983	486.076726
984	485.9233761
985	485.7972641
986	485.6075122
987	485.4580118
988	485.1075477
989	484.9850225
990	484.8384697
991	484.7184588
992	484.5550814
993	484.4372457
994	484.2770337
995	484.0981173
996	483.9408611
997	483.8261721
998	483.6719417
999	483.5593134
962301
4
