iter	Logloss
0	0.6742721166
1	0.6558940007
2	0.6390311217
3	0.6193121494
4	0.6030725724
5	0.5876890134
6	0.5707352467
7	0.5569724841
8	0.5414601253
9	0.5274576823
10	0.5136214819
11	0.5018828954
12	0.487270453
13	0.4752959423
14	0.4642449403
15	0.453079654
16	0.4417366223
17	0.4310256567
18	0.4206456894
19	0.4101438865
20	0.401275713
21	0.3916621282
22	0.3830263578
23	0.3752911299
24	0.3673550337
25	0.3584982456
26	0.3511549338
27	0.3443281907
28	0.3367676173
29	0.3304725843
30	0.3242716471
31	0.3174974099
32	0.312192868
33	0.3074259831
34	0.3018922855
35	0.2963187585
36	0.291498194
37	0.2875965999
38	0.2832249177
39	0.2783674582
40	0.2742474678
41	0.2701254429
42	0.2666477692
43	0.2618881226
44	0.2578558702
45	0.2539458055
46	0.2497806647
47	0.2461676964
48	0.2426440899
49	0.2396264101
50	0.2367218996
51	0.2329210722
52	0.2298028212
53	0.2270183465
54	0.2234876584
55	0.2210601415
56	0.2180499346
57	0.2150989239
58	0.2124965766
59	0.2097633557
60	0.2075452364
61	0.2053559915
62	0.2034562722
63	0.2015892811
64	0.1995881692
65	0.1969509418
66	0.1950043507
67	0.1934302501
68	0.1914567801
69	0.1891973642
70	0.18780275
71	0.1854258611
72	0.1838504107
73	0.182109911
74	0.1801293593
75	0.1786014263
76	0.1767717019
77	0.1749171526
78	0.173332097
79	0.1719836895
80	0.1704162989
81	0.1689069895
82	0.1677208338
83	0.1664490333
84	0.1652655577
85	0.164247014
86	0.162711119
87	0.1612853417
88	0.1599936265
89	0.1586809501
90	0.1573540614
91	0.156145536
92	0.1550477639
93	0.1541412158
94	0.1532167288
95	0.1522842505
96	0.1513287471
97	0.1502949641
98	0.1493443024
99	0.1483911857
100	0.1474548927
101	0.1467208178
102	0.1459584163
103	0.1449161921
104	0.1443424323
105	0.1436339745
106	0.142923091
107	0.1422746707
108	0.1413493034
109	0.1406313383
110	0.1399637858
111	0.1393708645
112	0.1386600397
113	0.1380374322
114	0.1372431633
115	0.1366000347
116	0.1360087957
117	0.1353802412
118	0.1347317622
119	0.1342275375
120	0.1335673895
121	0.1329600016
122	0.1323420989
123	0.1317041837
124	0.1310321808
125	0.130470227
126	0.129908547
127	0.1292478512
128	0.1286296062
129	0.1280247419
130	0.1274302556
131	0.126906439
132	0.1264054323
133	0.1259315002
134	0.1253386571
135	0.1247280121
136	0.1242584815
137	0.1237620525
138	0.1232298827
139	0.1228579008
140	0.1222743988
141	0.1218435043
142	0.1214529184
143	0.1209111532
144	0.1203469105
145	0.1199833405
146	0.1197112255
147	0.1192107665
148	0.1188634041
149	0.1185615931
150	0.1180204538
151	0.1176425054
152	0.1172851171
153	0.116925577
154	0.1164818593
155	0.1160608341
156	0.1156502259
157	0.1152955275
158	0.1148845966
159	0.1144959768
160	0.1141206692
161	0.1136336498
162	0.1131917318
163	0.1127972236
164	0.1125225556
165	0.1120625031
166	0.1117421175
167	0.111249953
168	0.1110097836
169	0.1107376881
170	0.1104053595
171	0.1100095896
172	0.109608929
173	0.1093257219
174	0.1090054634
175	0.108631584
176	0.1083639487
177	0.1080191392
178	0.1076424036
179	0.1073126084
180	0.1070848514
181	0.1068326021
182	0.1065287663
183	0.1063089028
184	0.1060359564
185	0.1057929406
186	0.105477964
187	0.1051541549
188	0.1049326188
189	0.1046872359
190	0.1044627263
191	0.1041980254
192	0.1039774968
193	0.103762074
194	0.103470279
195	0.1031362876
196	0.1028375185
197	0.1026254018
198	0.1025046226
199	0.1022927798
200	0.1020963424
201	0.1019718268
202	0.1018248142
203	0.1014802199
204	0.1013239445
205	0.1010799212
206	0.1009687473
207	0.1007783352
208	0.1004973681
209	0.1002995026
210	0.09993814322
211	0.09971269461
212	0.09962117122
213	0.09944528433
214	0.09919695732
215	0.09899356549
216	0.0987100161
217	0.09856004959
218	0.09825756366
219	0.09807286385
220	0.09797413166
221	0.09781267215
222	0.09761578487
223	0.09734062782
224	0.09717049232
225	0.09699995579
226	0.09681129456
227	0.09672376193
228	0.09659339709
229	0.09626564613
230	0.09607820755
231	0.09595376039
232	0.09578683315
233	0.09550482921
234	0.09542321425
235	0.09527387374
236	0.09513585995
237	0.09506764534
238	0.09484763512
239	0.09475679642
240	0.09450315818
241	0.09441236838
242	0.09435032576
243	0.09412875053
244	0.09397646586
245	0.0937121269
246	0.09360293853
247	0.09351057395
248	0.09333115602
249	0.0930255303
250	0.09295671903
251	0.09276538751
252	0.09248152513
253	0.09240682553
254	0.0923324585
255	0.09206553728
256	0.0918788323
257	0.09175875737
258	0.091685613
259	0.09158771221
260	0.09147202907
261	0.09139312353
262	0.09115959559
263	0.09106785701
264	0.09100976602
265	0.09067362272
266	0.09053430802
267	0.09046617166
268	0.09039644095
269	0.0903158628
270	0.09012355315
271	0.08990248656
272	0.08982696533
273	0.08975180601
274	0.08968752348
275	0.08953702878
276	0.08947246258
277	0.08933284466
278	0.08923255725
279	0.08898407374
280	0.08892332224
281	0.08886184692
282	0.08879317259
